name	genre	type	episodes	rating
Rinne no Lagrange	Action, Comedy, Mecha, Sci-Fi	TV	12	7.02
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!	Action, Historical, Martial Arts, Samurai	Special	1	7.32
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka	Drama, Historical, Samurai, Shounen	Movie	1	7.65
Mobile Police Patlabor 2: The Movie	Drama, Mecha, Mystery, Police, Sci-Fi	Movie	1	7.83
Shinryaku! Ika Musume Specials	Comedy	Special	2	7.37
Love Lab	Comedy, Romance, School	TV	13	7.49
Mimi wo Sumaseba	Adventure, Drama, Fantasy, Romance, Slice of Life	Movie	1	8.32
Harmony	Psychological, Sci-Fi	Movie	1	7.21
Katekyo Hitman Reborn! x Ä“lDLIVE Special	Shounen, Super Power	Special	1	7.1
Ginga Tetsudou 999: Eien no Tabibito Emeraldas	Sci-Fi, Space	Special	1	7.01
Cardfight!! Vanguard	Action, Adventure, Demons, Game, Shounen	TV	65	7.25
Animal Yokochou	Adventure, Comedy, Fantasy, Shoujo	TV	51	7.04
Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki	Drama	Special	4	7.45
Hourou Musuko Specials	Drama, School	Special	2	7.7
Gedo Senki	Adventure, Fantasy, Magic	Movie	1	7.18
Zhen Hun Jie	Action, Supernatural	ONA	24	7.72
Zankyou no Terror	Psychological, Thriller	TV	11	8.26
Mizuiro Jidai	Shoujo, Slice of Life	TV	47	7.01
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak	Adventure, Comedy, Drama, Fantasy, Kids	TV	52	7.37
Fushigi Yuugi	Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo	TV	52	7.77
Fate/stay night: Unlimited Blade Works - Prologue	Action, Fantasy, Magic, Shounen, Supernatural	Special	1	8.32
Chuunibyou demo Koi ga Shitai! Ren Lite	Comedy, School	ONA	6	7.22
Ushio to Tora (TV)	Action, Adventure, Comedy, Demons, Shounen, Supernatural	TV	26	7.71
Shingeki! Kyojin Chuugakkou	Comedy, Parody, School, Shounen	TV	12	7.06
Nijiiro Hotaru: Eien no Natsuyasumi	Fantasy, Romance, Slice of Life	Movie	1	7.12
Mahou no Tenshi Creamy Mami	Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo	TV	52	7.18
Hokuto no Ken: Raoh Gaiden Gekitou-hen	Action, Adventure, Martial Arts, Romance	Movie	1	7.63
Kakurenbo	Horror, Psychological, Supernatural	Movie	1	7.02
Heavy Object	Action, Mecha, Military, Sci-Fi	TV	24	7.41
Maison Ikkoku	Comedy, Drama, Romance, Slice of Life	TV	96	8.25
Cardfight!! Vanguard: Asia Circuit-hen	Action, Adventure, Demons, Game, Shounen	TV	39	7.06
Tsubasa to Hotaru	Romance, School, Shoujo	Special	1	7.09
Coquelicot-zaka kara	Historical, Romance, School, Shoujo	Movie	1	8.03
Dog Days&#039;&#039;	Action, Adventure, Fantasy, Magic	TV	12	7.16
Nintama Rantarou	Comedy, Shounen	TV	Unknown	7.18
Madlax	Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural	TV	26	7.17
SF Saiyuuki Starzinger	Adventure, Mecha, Sci-Fi, Shounen, Space	TV	73	7.27
Fairy Tail Movie 1: Houou no Miko	Action, Adventure, Comedy, Fantasy, Magic, Shounen	Movie	1	7.7
Shouwa Genroku Rakugo Shinjuu	Drama, Historical, Josei	TV	13	8.59
Tenchi Muyou!	Comedy, Harem, Romance, Sci-Fi, Shounen, Space	TV	26	7.54
Kimi ni Todoke 2nd Season Specials	Comedy, Romance, Shoujo	Special	3	7.42
Super Seisyun Brothers	Comedy, Josei, Slice of Life	TV	14	7
Persona 4 the Animation: The Factor of Hope	Adventure, Mystery, School, Super Power, Supernatural	Movie	1	7.52
Touch: Miss Lonely Yesterday - Are kara, Kimi wa...	Romance, Shounen, Sports	Special	1	7.02
Sugar Sugar Rune	Fantasy, Magic, Shoujo	TV	51	7.56
Popolocrois Monogatari	Adventure, Fantasy	TV	25	7.26
Robin Hood no Daibouken	Adventure, Historical, Romance	TV	52	7.25
Mermaid Melody Pichi Pichi Pitch Pure	Adventure, Comedy, Magic, Romance, Shoujo	TV	39	7.18
It&#039;s a Rumic World: 50th Anniversary Weekly Shonen Sunday	Comedy, Sci-Fi	Special	1	7.05
Taiyou no Kiba Dagram	Drama, Mecha, Military, Sci-Fi, Shounen	TV	75	7.58
ef: A Tale of Memories.	Drama, Mystery, Romance	TV	12	8.12
Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi	Adventure, Comedy, Fantasy, Kids	Movie	1	7.43
Hunter x Hunter Movie: Phantom Rouge	Action, Adventure, Shounen, Super Power	Movie	1	7.39
Fairy Tail (2014)	Action, Adventure, Comedy, Fantasy, Magic, Shounen	TV	102	8.25
Gokujou Seitokai	Comedy, School, Slice of Life	TV	26	7.06
Tatakau Shisho: The Book of Bantorra	Action, Fantasy, Seinen, Super Power	TV	27	7.36
Hidamari Sketch x Honeycomb	Comedy, School, Slice of Life	TV	12	7.99
Puchimas!!: Petit Petit iDOLM@STER	Comedy, Slice of Life	ONA	74	7.35
Eureka Seven: Pocket ga Niji de Ippai	Adventure, Mecha, Romance, Sci-Fi	Movie	1	7.25
Zetsuen no Tempest	Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen	TV	24	8.17
Sankarea: Wagahai mo... Zombie de Aru...	Comedy, Ecchi, Horror, Romance, Shounen, Supernatural	Special	1	7.39
True Tears	Drama, Romance, School	TV	13	7.55
Bleach: Memories in the Rain	Action, Adventure, Drama, Shounen, Supernatural	Special	1	7.21
Wagamama Fairy Mirumo de Pon!	Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo	TV	172	7.47
Zero no Tsukaima F	Adventure, Ecchi, Fantasy, Magic, Romance	TV	12	7.77
K: Missing Kings	Action, Super Power, Supernatural	Movie	1	7.94
Waga Seishun no Arcadia: Mugen Kidou SSX	Action, Adventure, Drama, Sci-Fi, Space	TV	22	7.56
Jibaku-kun	Adventure, Comedy, Fantasy	TV	26	7.6
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai	Adventure, Comedy, Fantasy, Shounen	Special	1	8.09
Tanoshii Muumin Ikka Bouken Nikki	Adventure, Fantasy, Kids, Slice of Life	TV	26	7.56
Kimi to Boku.	Comedy, Drama, Romance, School, Shounen, Slice of Life	TV	13	7.85
Chouyaku Hyakuninisshu: Uta Koi.	Historical, Josei, Romance	TV	13	7.54
Kuroshitsuji	Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural	TV	24	8.06
Koro-sensei Q!	Comedy, Shounen	Movie	1	7.14
Aria The Natural: Sono Futatabi Deaeru Kiseki ni...	Fantasy, Sci-Fi, Shounen, Slice of Life	Special	1	7.56
Gegege no Kitarou (1968)	Adventure, Comedy, Fantasy, Horror, Supernatural	TV	65	7.06
Danshi Koukousei no Nichijou Specials	Comedy, School, Shounen, Slice of Life	Special	6	7.94
Psycho-Pass Movie	Action, Military, Police, Sci-Fi	Movie	1	7.95
Ansatsu Kyoushitsu (TV): Deai no Jikan	Action, Comedy, School, Shounen	Special	1	7.42
Ura Tegamibachi	Comedy	Special	25	7.12
Colorful (Movie)	Drama, Slice of Life, Supernatural	Movie	1	8.06
Hoshi no Oujisama Petit Prince	Adventure	TV	39	7.09
Mamoru-kun ni Megami no Shukufuku wo!	Comedy, Romance, School	TV	24	7.21
Tenkuu no Escaflowne	Adventure, Fantasy, Mecha, Romance, Shoujo	TV	26	7.8
Tamako Market	Comedy, Slice of Life	TV	12	7.35
Hi no Tori	Adventure, Drama, Historical, Sci-Fi, Supernatural	TV	13	7.29
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars	Comedy, Drama, Romance, School, Slice of Life	Special	1	7.58
Heppoko Jikken Animation Excel Saga	Comedy, Parody, Sci-Fi, Shounen	TV	26	7.57
Uchuu no Kishi Tekkaman Blade	Action, Adventure, Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Space	TV	49	7.58
Seitokai no Ichizon	Comedy, Harem, Parody, School	TV	12	7.52
Zombie-Loan Specials	Action, Shounen, Supernatural	Special	2	7.19
Street Fighter II V	Adventure, Drama, Mystery, Shounen	TV	29	7.16
Kuroshitsuji Recap	Action, Demons, Fantasy, Shounen, Supernatural	Special	1	7.32
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne	Comedy, Magic, Supernatural	TV	48	7.04
Ghost in the Shell 2: Innocence	Mecha, Military, Police, Psychological, Sci-Fi	Movie	1	7.93
Chi&#039;s Sweet Home	Comedy, Slice of Life	TV	104	7.83
Junkers Come Here	Drama, Slice of Life	Movie	1	7.29
Kidou Senkan Nadesico	Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space	TV	26	7.6
Ichigo Mashimaro Episode 0	Comedy	Special	1	7.21
Daisougen no Chiisana Tenshi: Bush Baby	Adventure, Drama	TV	40	7.16
Motto! Ojamajo Doremi	Comedy, Fantasy, Magic, Shoujo	TV	50	7.29
Digimon Savers	Adventure, Comedy, Drama, Fantasy, Shounen	TV	48	7.1
Terra e... (TV)	Action, Drama, Military, Sci-Fi, Space	TV	24	8.07
Fantastic Children	Adventure, Fantasy, Mystery, Romance, Sci-Fi	TV	26	7.67
Onegai Twins	Comedy, Drama, Harem, School, Sci-Fi	TV	12	7.05
Ajin Part 3: Shougeki	Action, Horror, Mystery, Seinen, Supernatural	Movie	1	7.36
Seihou Bukyou Outlaw Star Pilot	Action, Sci-Fi, Space	Special	1	7.14
Nanatsu no Taizai	Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural	TV	24	8.42
Sekai Meisaku Douwa: Mori wa Ikiteiru	Fantasy, Kids	Movie	1	7.08
Mahoraba: Heartful days	Comedy, Drama, Romance, Shounen	TV	26	7.45
Hayate no Gotoku!	Action, Comedy, Harem, Parody, Romance	TV	52	7.75
Ou Dorobou Jing	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	TV	13	7.34
Mushishi Zoku Shou 2nd Season	Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural	TV	10	8.88
Ikoku Meiro no Croisae The Animation	Historical, Seinen, Slice of Life	TV	12	7.48
Natsu-iro Kiseki	School, Slice of Life, Supernatural	TV	12	7.06
Kemono no Souja Erin: Soushuuhen	Adventure, Drama, Fantasy, Historical, Slice of Life	TV	10	7.14
Kamisama no Inai Nichiyoubi: Kioku	Fantasy, Mystery	Special	1	7.01
Kamichu! Specials	Comedy, Drama, Slice of Life, Supernatural	Special	4	7.6
Kakumeiki Valvrave	Action, Mecha, Space	TV	12	7.31
Buki yo Saraba	Action, Drama, Sci-Fi	Movie	1	7.15
Hashire Melos!	Action, Adventure, Historical	Movie	1	7.08
Jungle wa Itsumo Hare nochi Guu	Comedy, School, Slice of Life	TV	26	7.97
Nurarihyon no Mago: Sennen Makyou	Action, Demons, Shounen, Supernatural	TV	24	8.15
Yawara! Special: Zutto Kimi no Koto ga... .	Action, Comedy, Drama, Martial Arts, Slice of Life, Sports	Special	1	7.46
Ai Yori Aoshi: Enishi	Comedy, Drama, Harem, Romance, Slice of Life	TV	12	7.25
Fushigiboshi no Futagohime Gyu!	Comedy, Magic, Shoujo	TV	52	7.32
Non Non Biyori Repeat	Comedy, School, Seinen, Slice of Life	TV	12	8.26
Dual Parallel! Trouble Adventures Special	Comedy, Drama, Harem, Mecha, Romance, Sci-Fi	Special	1	7.02
Taishou Yakyuu Musume.	Comedy, Historical, School, Seinen, Sports	TV	12	7.42
Charlotte	Drama, School, Super Power	TV	13	7.91
Akagami no Shirayuki-hime 2nd Season	Drama, Fantasy, Romance, Shoujo	TV	12	8.14
Mini Van	Comedy, Game, Parody, Slice of Life	TV	37	7.34
Cheburashka	Comedy	Movie	1	7.5
New Game!	Comedy, Slice of Life	TV	12	7.81
Sword Art Online	Action, Adventure, Fantasy, Game, Romance	TV	25	7.83
Marco: Haha wo Tazunete Sanzenri	Adventure, Drama	Movie	1	7.21
Clannad: Mou Hitotsu no Sekai, Tomoyo-hen	Drama, Romance, School, Slice of Life	Special	1	8.14
Moyashimon	Comedy, School, Supernatural	TV	11	7.69
Cardcaptor Sakura Movie 1	Comedy, Drama, Fantasy, Magic, Shoujo	Movie	1	7.74
Doraemon Movie 19: Nobita no Nankai Daibouken	Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen	Movie	1	7.25
Senyuu.	Action, Comedy, Fantasy, Parody, Shounen	TV	13	7.49
Tegamibachi	Adventure, Fantasy, Shounen, Supernatural	TV	25	7.76
Full Metal Panic! The Second Raid	Action, Mecha, Military	TV	13	8.06
Space Cobra	Action, Adventure, Sci-Fi, Space	TV	31	7.84
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai	Adventure, Comedy, Fantasy	Movie	1	7.65
Tamayura: More Aggressive	Comedy, Drama, Slice of Life	TV	12	7.54
One Piece: Mamore! Saigo no Dai Butai	Adventure, Comedy, Fantasy, Shounen	Special	1	7.49
Kinnikuman: Kinnikusei Oui Soudatsu-hen	Action, Comedy, Shounen, Sports	TV	46	7.06
Koi Kaze	Drama, Psychological, Romance, Seinen	TV	13	7.34
Sora wo Kakeru Shoujo	Adventure, Comedy, Sci-Fi, Space	TV	26	7.09
Howl no Ugoku Shiro	Adventure, Drama, Fantasy, Romance	Movie	1	8.74
Kindaichi Shounen no Jikenbo: Satsuriku no Deep Blue	Mystery, Shounen	Movie	1	7
Lupin III vs. Detective Conan	Action, Adventure, Comedy, Mystery, Shounen	Special	1	7.89
Rozen Maiden: Ouvertre	Action, Comedy, Drama, Magic, Seinen	Special	2	7.83
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!	Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Slice of Life, Super Power	Special	1	7
Oban Star-Racers	Adventure, Mecha, Sci-Fi, Shounen	TV	26	7.51
Saint Seiya: Saishuu Seisen no Senshi-tachi	Adventure, Sci-Fi, Shounen	Movie	1	7.07
Tetsuwan Birdy Decode	Action, Comedy, Sci-Fi	TV	13	7.56
Little Busters!: EX	Comedy, Drama, Romance, School, Slice of Life, Supernatural	Special	8	7.94
Watashi ga Motete Dousunda	Comedy, Harem, Romance, School, Shoujo	TV	12	7.64
Urusei Yatsura Movie 6: Itsudatte My Darling	Action, Adventure, Comedy, Drama, Romance, Sci-Fi	Movie	1	7.08
Kyoro-chan	Adventure, Comedy, Fantasy	TV	91	7.22
Amagami SS+ Plus Specials	Romance	Special	6	7.33
Lupin III: Harimao no Zaihou wo Oe!!	Action, Adventure, Comedy, Shounen	Special	1	7.16
Black Jack the Movie	Drama	Movie	1	7.38
Ashita no Nadja	Adventure, Drama, Historical, Romance, Shoujo	TV	50	7.68
Stand By Me Doraemon	Comedy, Kids, Sci-Fi, Shounen	Movie	1	8.12
Sengoku Basara Movie: The Last Party	Action, Historical, Martial Arts, Samurai, Super Power	Movie	1	7.77
Lady Georgie	Drama, Historical, Romance, Shoujo	TV	45	7.28
Ajin 2nd Season	Action, Horror, Mystery, Seinen, Supernatural	TV	13	8.12
Hidamari Sketch	Comedy, School, Slice of Life	TV	12	7.51
Yuusha-Ou GaoGaiGar	Adventure, Mecha, Sci-Fi, Shounen	TV	49	7.96
Futari wa Precure: Max Heart	Action, Comedy, Fantasy, Magic, Shoujo	TV	47	7.03
Usavich III	Comedy	TV	13	7.28
Noragami	Action, Adventure, Shounen, Supernatural	TV	12	8.17
Seikai no Danshou: Tanjou	Military, Romance, Sci-Fi, Space	Special	1	7.32
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi	Comedy	Special	1	7.78
Yokoyama Mitsuteru Sangokushi	Adventure, Historical	TV	47	7.49
Captain Tsubasa	Action, Shounen, Sports	TV	128	7.35
Hataraki Man	Comedy, Drama, Romance, Seinen, Slice of Life	TV	11	7.16
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi	Comedy, Mecha, Sci-Fi	Special	1	7.22
Break Blade	Action, Fantasy, Mecha, Military, Shounen	TV	12	7.43
Tegamibachi Reverse	Adventure, Fantasy, Shounen, Supernatural	TV	25	7.9
.hack//Roots	Adventure, Drama, Fantasy, Game, Sci-Fi	TV	26	7.06
Marmalade Boy Movie	Romance, Shoujo	Movie	1	7.5
Onegai Teacher	Comedy, Drama, Romance, School, Sci-Fi	TV	12	7.35
Doraemon Movie 14: Nobita to Buriki no Labyrinth	Fantasy	Movie	1	7.26
Sumomomo Momomo: Chijou Saikyou no Yome	Comedy, Martial Arts, Romance	TV	22	7.08
Lupin III: Kutabare! Nostradamus	Action, Adventure, Comedy, Shounen	Movie	1	7.48
Pokemon: Kesshoutou no Teiou Entei	Action, Adventure, Comedy, Drama, Fantasy, Kids	Movie	1	7.16
Toshokan Sensou: Kakumei no Tsubasa	Action, Comedy, Military, Romance	Movie	1	7.96
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.	Comedy, Romance, Slice of Life	Special	1	7.13
Maria-sama ga Miteru: Haru Specials	Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life	Special	6	7.51
Vampire Knight: Gekiai no Portrait	Comedy, Shoujo, Vampire	Special	1	7.04
Ginga Tetsudou 999	Adventure, Drama, Sci-Fi, Space	TV	113	7.9
Mayo Chiki!	Comedy, Ecchi, Harem, Romance, School	TV	13	7.53
Blood Lad	Action, Comedy, Demons, Seinen, Supernatural, Vampire	TV	10	7.55
Doraemon Movie 13: Nobita to Kumo no Oukoku	Adventure, Comedy	Movie	1	7.42
Natsu no Arashi! Akinaichuu	Comedy, Romance, Supernatural	TV	13	7.45
Tokyo Magnitude 8.0	Drama	TV	11	8.19
Dantalian no Shoka	Action, Historical, Mystery, Supernatural	TV	12	7.34
D.C.II S.S.: Da Capo II Second Season	Comedy, Drama, Fantasy, Harem, Romance	TV	13	7.37
Tetsuwan Atom	Action, Adventure, Drama, Mecha, Sci-Fi, Shounen	TV	193	7.28
Death Note	Mystery, Police, Psychological, Supernatural, Thriller	TV	37	8.71
Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.	Adventure, Drama, Fantasy	Movie	1	7.91
Dragon Ball Kai	Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	TV	97	7.95
Cheer Danshi!!	School, Sports	TV	12	7
Kamisama no Inai Nichiyoubi	Fantasy, Mystery	TV	12	7.53
Doraemon: Doraemon Comes Back (Movie)	Comedy, Fantasy, Kids	Movie	1	7.18
Free!	Comedy, School, Slice of Life, Sports	TV	12	7.67
Shin Chou Kyou Ryo: Condor Hero	Adventure, Drama, Historical, Romance	TV	26	7.53
Yu Gi Oh! 5D&#039;s	Action, Game, Shounen	TV	154	7.52
Garo: Honoo no Kokuin	Action, Demons, Fantasy, Magic, Supernatural	TV	24	7.51
Tales of Symphonia The Animation: Sekai Tougou-hen Specials	Comedy	Special	3	7.19
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku	Comedy, Drama, Romance, School	TV	13	8.31
Mob Psycho 100	Action, Comedy, Slice of Life, Supernatural	TV	12	8.55
Rainbow: Nisha Rokubou no Shichinin	Drama, Historical, Seinen, Thriller	TV	26	8.64
Onegai My Melody	Comedy, Fantasy, Magic	TV	52	7.16
Ookami to Koushinryou	Adventure, Fantasy, Historical, Romance	TV	13	8.37
Mahoromatic Summer Special	Comedy, Ecchi, Romance, Sci-Fi	Special	1	7.26
Otogizoushi	Adventure, Drama, Fantasy, Historical	TV	26	7.1
Kami nomi zo Shiru Sekai: Megami-hen	Comedy, Harem, Romance, Shounen, Supernatural	TV	12	8.3
Ghost in the Shell: Arise - Border:3 Ghost Tears	Mecha, Police, Psychological, Sci-Fi	Movie	1	7.52
Dragonaut: The Resonance Special	Action, Mecha, Romance, Sci-Fi, Space	Special	1	7.09
Hamatora The Animation	Comedy, Mystery, Super Power	TV	12	7.41
Allison to Lillia	Action, Adventure, Shounen	TV	26	7.41
Dragon Ball: Episode of Bardock	Action, Adventure, Comedy, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power	Special	1	7.4
Whistle!	School, Shounen, Sports	TV	39	7.53
Kyoushoku Soukou Guyver (2005)	Adventure, Sci-Fi, Shounen	TV	26	7.38
Digimon Xros Wars	Action, Adventure, Comedy, Fantasy, Shounen	TV	30	7.04
Dog Days	Action, Adventure, Fantasy, Magic	TV	13	7.21
Jigoku Shoujo Futakomori	Horror, Mystery, Psychological, Supernatural	TV	26	8.08
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken	Adventure, Comedy, Fantasy, Kids	Movie	1	7.18
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials	Comedy, Seinen, Slice of Life	ONA	4	7.66
Cyborg 009 (TV)	Action, Adventure, Mecha, Sci-Fi, Shounen	TV	26	7.14
Yuri Kuma Arashi	Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai	TV	12	7.19
Captain Tsubasa J	Action, Shounen, Sports	TV	47	7.37
Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV)	Comedy, Police, Slice of Life	TV	373	7.82
Digimon Tamers: Bousou Digimon Tokkyuu	Adventure, Comedy, Sci-Fi, Shounen	Movie	1	7.16
Sousei no Onmyouji	Action, Fantasy, Shounen, Supernatural	TV	50	7.11
Kareshi Kanojo no Jijou	Comedy, Drama, Romance, School, Shoujo, Slice of Life	TV	26	7.66
Chicchana Yukitsukai Sugar Specials	Comedy, Magic, Shoujo, Slice of Life	Special	2	7.09
Shin Chou Kyou Ryo: Condor Hero III	Action, Adventure, Drama, Historical, Romance	TV	26	7.58
Doraemon (1979)	Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen	TV	1787	7.76
Shoujo Kakumei Utena	Drama, Fantasy, Psychological, Shoujo	TV	39	8.22
Lupin III vs. Detective Conan: The Movie	Action, Comedy, Mystery, Shounen	Movie	1	8.05
Steamboy	Action, Adventure, Drama, Historical, Military, Sci-Fi	Movie	1	7.45
Shinmai Maou no Testament	Action, Demons, Ecchi, Fantasy, Harem, Romance	TV	12	7.11
Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku	Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School	TV	12	7.42
Lovely Complex	Comedy, Romance, Shoujo	TV	24	8.23
Asu no Yoichi!	Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen	TV	12	7.02
Ie Naki Ko Remi Specials (2001)	Adventure, Drama, Slice of Life	Special	2	7.07
Fuse: Teppou Musume no Torimonochou	Action, Drama, Historical, Supernatural	Movie	1	7.52
Shinkon Gattai Godannar!! 2nd Season	Comedy, Ecchi, Mecha, Romance, Sci-Fi	TV	13	7.09
Bakemonogatari	Mystery, Romance, Supernatural, Vampire	TV	15	8.39
Log Horizon 2nd Season	Action, Adventure, Fantasy, Game, Magic, Shounen	TV	25	7.66
Negima!?	Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural	TV	26	7.21
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi	Comedy, Mecha, Sci-Fi	Special	3	7.07
Detective Conan Movie 09: Promo Special	Adventure, Comedy, Mystery, Police, Shounen	Special	1	7.75
Hana yori Dango	Drama, Romance, School, Shoujo	TV	51	7.9
Capeta	Cars, Shounen, Sports	TV	52	7.91
Mobile Suit Zeta Gundam: A New Translation II - Lovers	Drama, Mecha, Military, Romance, Sci-Fi, Space	Movie	1	7.27
High School! Kimengumi	Comedy, Parody, Romance, School, Shounen	TV	86	7.45
Ningen Shikkaku: Director&#039;s Cut-ban	Drama, Historical, Psychological, Seinen	Movie	1	7.64
Gregory Horror Show: The Second Guest	Comedy, Demons, Horror, Mystery, Supernatural, Vampire	TV	25	7.02
Sakigake!! Cromartie Koukou	Comedy, School, Shounen	TV	26	8.02
Denki-gai no Honya-san	Comedy, Seinen, Slice of Life	TV	12	7.28
Area 88 (TV)	Action, Drama, Military, Romance, Shounen	TV	12	7.17
Ninja Senshi Tobikage	Adventure, Mecha, Sci-Fi, Shounen, Space	TV	43	7.18
Blue Seed Omake	Comedy, Parody	Special	14	7.09
Steins;Gate: Oukoubakko no Poriomania	Sci-Fi, Thriller	Special	1	8.46
Ashita no Joe	Drama, Sports	TV	79	8.22
Yuuki Yuuna wa Yuusha de Aru	Drama, Fantasy, Magic, Slice of Life	TV	12	7.52
Prince of Tennis: Pairpuri	Comedy, Drama, Shounen, Sports	Special	8	7.46
Zone of the Enders: Dolores, I	Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space	TV	26	7.04
Itazura na Kiss	Comedy, Romance, Shoujo	TV	25	7.76
Major S4	Comedy, Drama, Shounen, Sports	TV	26	8.35
Lupin III: Chi no Kokuin - Eien no Mermaid	Action, Adventure, Comedy, Shounen	Special	1	7.35
Gakusen Toshi Asterisk 2nd Season	Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural	TV	12	7.32
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo	Mystery, Shounen	Special	1	7.04
Maria-sama ga Miteru 3rd Specials	Comedy	Special	5	7.51
Gatchaman Crowds	Adventure, Sci-Fi	TV	12	7.47
Montana Jones	Adventure, Comedy	TV	52	7.1
